0, 00000, 171, 735, 11, 0.0000, 1535439525216
0, 00067, 137, 696, 10, 0.0000, 1535439525283
0, 00067, 143, 787, 10, 0.0000, 1535439525283
0, 00067, 143, 729, 10, 0.0000, 1535439525283
0, 00067, 144, 690, 10, 0.0000, 1535439525283
0, 00071, 145, 668, 10, 0.0000, 1535439525287
0, 00080, 148, 608, 10, 0.0000, 1535439525296
0, 00091, 153, 560, 10, 0.0000, 1535439525307
0, 00102, 159, 507, 10, 0.0000, 1535439525318
0, 00113, 175, 411, 10, 0.0000, 1535439525329
0, 01269, 150, 764, 11, 0.0000, 1535439526485
0, 01297, 137, 633, 10, 0.0000, 1535439526513
0, 01308, 143, 654, 10, 0.0000, 1535439526524
0, 01318, 151, 516, 10, 0.0000, 1535439526534
1, 01396, 170, 457, 10, 0.0000, 1535439526612
3, 03120, 167, 754, 10, 0.0000, 1535439528336
3, 03133, 134, 626, 09, 0.0000, 1535439528349
3, 03142, 138, 683, 09, 0.0000, 1535439528358
3, 03149, 138, 679, 09, 0.0000, 1535439528365
3, 03156, 135, 686, 09, 0.0000, 1535439528372
4, 03158, 178, 385, 11, 0.0000, 1535439528374
3, 03164, 141, 668, 09, 0.0000, 1535439528380
3, 03171, 135, 635, 09, 0.0000, 1535439528387
3, 03179, 140, 602, 09, 0.0000, 1535439528395
3, 03188, 135, 557, 09, 0.0000, 1535439528404
3, 03201, 148, 514, 09, 0.0000, 1535439528417
4, 03201, 171, 338, 11, 0.0000, 1535439528417
3, 03203, 152, 464, 09, 0.0000, 1535439528419
3, 03210, 176, 445, 09, 0.0000, 1535439528426
2, 03235, 170, 780, 11, 0.0000, 1535439528451
2, 03252, 161, 794, 11, 0.0000, 1535439528468
2, 03278, 130, 525, 10, 0.0000, 1535439528494
2, 03291, 157, 458, 10, 0.0000, 1535439528507
1, 03403, 179, 686, 11, 0.0000, 1535439528619
1, 03421, 170, 683, 11, 0.0000, 1535439528637
1, 03469, 178, 726, 11, 0.0000, 1535439528685
1, 03469, 162, 701, 11, 0.0000, 1535439528685
1, 03474, 174, 743, 11, 0.0000, 1535439528690
1, 03522, 166, 700, 11, 0.0000, 1535439528738
1, 03526, 177, 708, 11, 0.0000, 1535439528742
1, 03544, 176, 689, 11, 0.0000, 1535439528760
1, 03595, 168, 653, 11, 0.0000, 1535439528811
1, 03638, 177, 678, 11, 0.0000, 1535439528854
1, 03685, 175, 659, 11, 0.0000, 1535439528901
2, 03791, 175, 558, 10, 0.0000, 1535439529007
2, 03803, 164, 539, 10, 0.0000, 1535439529019
2, 03824, 145, 648, 10, 0.0000, 1535439529040
2, 03838, 161, 560, 10, 0.0000, 1535439529054
2, 03847, 162, 654, 10, 0.0000, 1535439529063
2, 03857, 140, 643, 10, 0.0000, 1535439529073
2, 03869, 170, 687, 10, 0.0000, 1535439529085
2, 03879, 149, 677, 10, 0.0000, 1535439529095
2, 03890, 151, 570, 10, 0.0000, 1535439529106
2, 03900, 159, 708, 10, 0.0000, 1535439529116
2, 03911, 150, 704, 10, 0.0000, 1535439529127
2, 03922, 170, 658, 10, 0.0000, 1535439529138
2, 03933, 118, 717, 10, 0.0000, 1535439529149
2, 03944, 129, 607, 10, 0.0000, 1535439529160
2, 03955, 139, 796, 10, 0.0000, 1535439529171
2, 03966, 145, 739, 10, 0.0000, 1535439529182
2, 03977, 140, 802, 10, 0.0000, 1535439529193
2, 04007, 161, 765, 10, 0.0000, 1535439529223
2, 04007, 145, 566, 09, 0.0000, 1535439529223
2, 04018, 153, 472, 09, 0.0000, 1535439529234
2, 04019, 081, 539, 09, 0.0000, 1535439529235
2, 04028, 131, 567, 09, 0.0000, 1535439529244
2, 04035, 095, 575, 09, 0.0000, 1535439529251
2, 04043, 143, 513, 09, 0.0000, 1535439529259
2, 04050, 149, 675, 09, 0.0000, 1535439529266
2, 04058, 152, 625, 09, 0.0000, 1535439529274
2, 04066, 108, 561, 09, 0.0000, 1535439529282
2, 04073, 106, 677, 09, 0.0000, 1535439529289
2, 04082, 125, 619, 09, 0.0000, 1535439529298
2, 04088, 140, 596, 09, 0.0000, 1535439529304
2, 04098, 161, 417, 09, 0.0000, 1535439529314
2, 04146, 141, 620, 09, 0.0000, 1535439529362
2, 04146, 100, 516, 09, 0.0000, 1535439529362
2, 04146, 139, 398, 09, 0.0000, 1535439529362
2, 04146, 128, 552, 09, 0.0000, 1535439529362
2, 04146, 168, 458, 09, 0.0000, 1535439529362
2, 04146, 167, 424, 09, 0.0000, 1535439529362
2, 04149, 141, 443, 09, 0.0000, 1535439529365
2, 04157, 154, 566, 09, 0.0000, 1535439529373
2, 04165, 111, 482, 09, 0.0000, 1535439529381
2, 04172, 129, 515, 09, 0.0000, 1535439529388
2, 04180, 143, 483, 09, 0.0000, 1535439529396
2, 04189, 116, 428, 09, 0.0000, 1535439529405
2, 04206, 149, 375, 09, 0.0000, 1535439529422
2, 04206, 131, 353, 09, 0.0000, 1535439529422
2, 04218, 089, 389, 09, 0.0000, 1535439529434
2, 04227, 140, 448, 09, 0.0000, 1535439529443
2, 04233, 158, 425, 09, 0.0000, 1535439529449
2, 04241, 135, 410, 09, 0.0000, 1535439529457
2, 04257, 175, 369, 09, 0.0000, 1535439529473
2, 04273, 170, 539, 10, 0.0000, 1535439529489
2, 04284, 167, 479, 10, 0.0000, 1535439529500
2, 04296, 168, 471, 10, 0.0000, 1535439529512
2, 04341, 178, 422, 10, 0.0000, 1535439529557
3, 04415, 179, 795, 10, 0.0000, 1535439529631
3, 04506, 160, 526, 09, 0.0000, 1535439529722
3, 04506, 161, 553, 09, 0.0000, 1535439529722
3, 04506, 154, 559, 09, 0.0000, 1535439529722
3, 04506, 149, 596, 09, 0.0000, 1535439529722
3, 04506, 149, 618, 09, 0.0000, 1535439529722
3, 04506, 142, 629, 09, 0.0000, 1535439529722
3, 04506, 145, 658, 09, 0.0000, 1535439529722
3, 04506, 144, 657, 09, 0.0000, 1535439529722
3, 04506, 139, 696, 09, 0.0000, 1535439529722
3, 04506, 141, 679, 09, 0.0000, 1535439529722
3, 04507, 142, 734, 09, 0.0000, 1535439529723
3, 04515, 143, 696, 09, 0.0000, 1535439529731
3, 04523, 139, 753, 09, 0.0000, 1535439529739
3, 04564, 134, 741, 09, 0.0000, 1535439529780
3, 04564, 134, 743, 09, 0.0000, 1535439529780
3, 04564, 133, 744, 09, 0.0000, 1535439529780
3, 04564, 134, 757, 09, 0.0000, 1535439529780
3, 04564, 135, 761, 09, 0.0000, 1535439529780
3, 04569, 132, 746, 09, 0.0000, 1535439529785
3, 04576, 136, 778, 09, 0.0000, 1535439529792
3, 04589, 131, 761, 09, 0.0000, 1535439529805
3, 04592, 132, 781, 09, 0.0000, 1535439529808
3, 04599, 135, 790, 09, 0.0000, 1535439529815
3, 04607, 131, 791, 09, 0.0000, 1535439529823
3, 04615, 139, 759, 09, 0.0000, 1535439529831
3, 04622, 134, 765, 09, 0.0000, 1535439529838
3, 04630, 142, 774, 09, 0.0000, 1535439529846
3, 04638, 132, 755, 09, 0.0000, 1535439529854
3, 04645, 132, 755, 09, 0.0000, 1535439529861
3, 04666, 139, 778, 09, 0.0000, 1535439529882
3, 04666, 128, 770, 09, 0.0000, 1535439529882
3, 04671, 133, 755, 09, 0.0000, 1535439529887
3, 04676, 135, 766, 09, 0.0000, 1535439529892
3, 04684, 131, 785, 09, 0.0000, 1535439529900
3, 04691, 138, 764, 09, 0.0000, 1535439529907
3, 04699, 133, 782, 09, 0.0000, 1535439529915
3, 04707, 140, 806, 09, 0.0000, 1535439529923
3, 04714, 129, 797, 09, 0.0000, 1535439529930
